Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
38B,Donaldson JS,1997,Trait B. Effectiveness in delivering pollen to the micropyles (with pollen),Porthetes sp.,Porthetes,Curculionidae,Coleoptera,Encephalartos villosus,Encephalartos,Zamiaceae,Cycadales,30,73.1,33.958799,0.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030868522&doi=10.2307%2f2446138&partnerID=40&md5=79a64a8a1fdbe7b79ee8859d3656204d,https://www.jstor.org/stable/2446138?seq=1#metadata_info_tab_contents,"Donaldson, J. S. (1997). Is There a Floral Parasite Mutualism in Cycad Pollination? The Pollination Biology of Encephalartos villosus (Zamiaceae). American Journal of Botany, 84(10), 1398–1406. https://doi.org/10.2307/2446138",Pollination,Pollen deposition/transportation,NO,Table 3,"n, mean, SD",Only mean and SE,Field experimental,,,,,,,
38C,Donaldson JS,1997,Trait C. Number of pollen grains in each pollinated ovule,Antliarhinus zamiae,Antliarhinus,Brentidae,Coleoptera,Encephalartos villosus,Encephalartos,Zamiaceae,Cycadales,30,6.6,11.502174,0.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030868522&doi=10.2307%2f2446138&partnerID=40&md5=79a64a8a1fdbe7b79ee8859d3656204d,https://www.jstor.org/stable/2446138?seq=1#metadata_info_tab_contents,"Donaldson, J. S. (1997). Is There a Floral Parasite Mutualism in Cycad Pollination? The Pollination Biology of Encephalartos villosus (Zamiaceae). American Journal of Botany, 84(10), 1398–1406. https://doi.org/10.2307/2446138",Pollination,Pollen deposition/transportation,NO,Table 3,"n, mean, SD",Only mean and SE,Field experimental,,,,,,,
38C,Donaldson JS,1997,Trait C. Number of pollen grains in each pollinated ovule,Porthetes sp.,Porthetes,Curculionidae,Coleoptera,Encephalartos villosus,Encephalartos,Zamiaceae,Cycadales,30,9.8,8.763561,0.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030868522&doi=10.2307%2f2446138&partnerID=40&md5=79a64a8a1fdbe7b79ee8859d3656204d,https://www.jstor.org/stable/2446138?seq=1#metadata_info_tab_contents,"Donaldson, J. S. (1997). Is There a Floral Parasite Mutualism in Cycad Pollination? The Pollination Biology of Encephalartos villosus (Zamiaceae). American Journal of Botany, 84(10), 1398–1406. https://doi.org/10.2307/2446138",Pollination,Pollen deposition/transportation,NO,Table 3,"n, mean, SD",Only mean and SE,Field experimental,,,,,,,
39A,Oliveira et al.,2021,Trait A. Ant species interacting with and attacking termites on Pityrocarpa moniliformis,Camponotus crassus,Camponotus,Formicinae,Hymenoptera,Pityrocarpa moniliformis,Pityrocarpa,Fabaceae,Fabales,67,3.5,3.2,0.4962963,https://besjournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/1365-2745.13469,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.13469,"Fernanda M. P. Oliveira, F. M. P. Oliveira, Talita Câmara, T. Câmara, José I. F. Durval, J. I. F. Durval, Caroline L. S. Oliveira, C. L. S. Oliveira, Xavier Arnan, X. Arnan, Alan N. Andersen, A. N. Andersen, Elâine M. S. Ribeiro, E. M. S. Ribeiro, & Inara R. Leal, I. R. Leal. (2021). Plant protection services mediated by extrafloral nectaries decline with aridity but are not influenced by chronic anthropogenic disturbance in Brazilian Caatinga. journal of ecology, 109, 260-272. doi: 10.1111/1365-2745.13469",Plant Protection,Patrolling  / Aggressiveness,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
39A,Oliveira et al.,2021,Trait A. Ant species interacting with and attacking termites on Pityrocarpa moniliformis,Camponotus vittatus,Camponotus,Formicinae,Hymenoptera,Pityrocarpa moniliformis,Pityrocarpa,Fabaceae,Fabales,9,2.5,1.5,0.06666667,https://besjournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/1365-2745.13469,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.13469,"Fernanda M. P. Oliveira, F. M. P. Oliveira, Talita Câmara, T. Câmara, José I. F. Durval, J. I. F. Durval, Caroline L. S. Oliveira, C. L. S. Oliveira, Xavier Arnan, X. Arnan, Alan N. Andersen, A. N. Andersen, Elâine M. S. Ribeiro, E. M. S. Ribeiro, & Inara R. Leal, I. R. Leal. (2021). Plant protection services mediated by extrafloral nectaries decline with aridity but are not influenced by chronic anthropogenic disturbance in Brazilian Caatinga. journal of ecology, 109, 260-272. doi: 10.1111/1365-2745.13469",Plant Protection,Patrolling  / Aggressiveness,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
39A,Oliveira et al.,2021,Trait A. Ant species interacting with and attacking termites on Pityrocarpa moniliformis,Cephalotes pusillus,Cephalotes,Formicinae,Hymenoptera,Pityrocarpa moniliformis,Pityrocarpa,Fabaceae,Fabales,30,3,0,0.22222222,https://besjournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/1365-2745.13469,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.13469,"Fernanda M. P. Oliveira, F. M. P. Oliveira, Talita Câmara, T. Câmara, José I. F. Durval, J. I. F. Durval, Caroline L. S. Oliveira, C. L. S. Oliveira, Xavier Arnan, X. Arnan, Alan N. Andersen, A. N. Andersen, Elâine M. S. Ribeiro, E. M. S. Ribeiro, & Inara R. Leal, I. R. Leal. (2021). Plant protection services mediated by extrafloral nectaries decline with aridity but are not influenced by chronic anthropogenic disturbance in Brazilian Caatinga. journal of ecology, 109, 260-272. doi: 10.1111/1365-2745.13469",Plant Protection,Patrolling  / Aggressiveness,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
39A,Oliveira et al.,2021,Trait A. Ant species interacting with and attacking termites on Pityrocarpa moniliformis,Crematogaster crinosa,Crematogaster,Formicinae,Hymenoptera,Pityrocarpa moniliformis,Pityrocarpa,Fabaceae,Fabales,7,1.66,1.3,0.05185185,https://besjournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/1365-2745.13469,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.13469,"Fernanda M. P. Oliveira, F. M. P. Oliveira, Talita Câmara, T. Câmara, José I. F. Durval, J. I. F. Durval, Caroline L. S. Oliveira, C. L. S. Oliveira, Xavier Arnan, X. Arnan, Alan N. Andersen, A. N. Andersen, Elâine M. S. Ribeiro, E. M. S. Ribeiro, & Inara R. Leal, I. R. Leal. (2021). Plant protection services mediated by extrafloral nectaries decline with aridity but are not influenced by chronic anthropogenic disturbance in Brazilian Caatinga. journal of ecology, 109, 260-272. doi: 10.1111/1365-2745.13469",Plant Protection,Patrolling  / Aggressiveness,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
39A,Oliveira et al.,2021,Trait A. Ant species interacting with and attacking termites on Pityrocarpa moniliformis,Crematogaster nr. evallans,Crematogaster,Formicinae,Hymenoptera,Pityrocarpa moniliformis,Pityrocarpa,Fabaceae,Fabales,22,2,1.5,0.16296296,https://besjournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/1365-2745.13469,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.13469,"Fernanda M. P. Oliveira, F. M. P. Oliveira, Talita Câmara, T. Câmara, José I. F. Durval, J. I. F. Durval, Caroline L. S. Oliveira, C. L. S. Oliveira, Xavier Arnan, X. Arnan, Alan N. Andersen, A. N. Andersen, Elâine M. S. Ribeiro, E. M. S. Ribeiro, & Inara R. Leal, I. R. Leal. (2021). Plant protection services mediated by extrafloral nectaries decline with aridity but are not influenced by chronic anthropogenic disturbance in Brazilian Caatinga. journal of ecology, 109, 260-272. doi: 10.1111/1365-2745.13469",Plant Protection,Patrolling  / Aggressiveness,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
40A,Voigt et al.,2011,Trait A. Abundance and seed-handling behaviour of frugivores observed (seeds disp. estimate),Pycnonotus barbatus,Pycnonotus,Pycnonotidae,Passeriformes,Melia azedarach,Melia,Meliaceae,Sapindales,232,0.65,0.43,0.76567657,https://journals-scholarsportal-info.myaccess.library.utoronto.ca/pdf/02664674/v27i0004/355_ibtitmanfisa.xml,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/interactions-between-the-invasive-tree-melia-azedarach-meliaceae-and-native-frugivores-in-south-africa/B112D625CD3C45785A4CCED93F937AB7,"Voigt, F., Farwig, N., & Johnson, S. (2011). Interactions between the invasive tree Melia azedarach (Meliaceae) and native frugivores in South Africa. Journal of Tropical Ecology, 27(4), 355-363. doi:10.1017/S0266467410000702",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
40A,Voigt et al.,2011,Trait A. Abundance and seed-handling behaviour of frugivores observed (seeds disp. estimate),Andropadus importunus,Andropadus,Pycnonotidae,Passeriformes,Melia azedarach,Melia,Meliaceae,Sapindales,9,1.51,0.54,0.02970297,https://journals-scholarsportal-info.myaccess.library.utoronto.ca/pdf/02664674/v27i0004/355_ibtitmanfisa.xml,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/interactions-between-the-invasive-tree-melia-azedarach-meliaceae-and-native-frugivores-in-south-africa/B112D625CD3C45785A4CCED93F937AB7,"Voigt, F., Farwig, N., & Johnson, S. (2011). Interactions between the invasive tree Melia azedarach (Meliaceae) and native frugivores in South Africa. Journal of Tropical Ecology, 27(4), 355-363. doi:10.1017/S0266467410000702",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
40A,Voigt et al.,2011,Trait A. Abundance and seed-handling behaviour of frugivores observed (seeds disp. estimate),Lybius torquatus,Lybius,Lybiidae,Piciformes,Melia azedarach,Melia,Meliaceae,Sapindales,8,0.51,0.5,0.02640264,https://journals-scholarsportal-info.myaccess.library.utoronto.ca/pdf/02664674/v27i0004/355_ibtitmanfisa.xml,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/interactions-between-the-invasive-tree-melia-azedarach-meliaceae-and-native-frugivores-in-south-africa/B112D625CD3C45785A4CCED93F937AB7,"Voigt, F., Farwig, N., & Johnson, S. (2011). Interactions between the invasive tree Melia azedarach (Meliaceae) and native frugivores in South Africa. Journal of Tropical Ecology, 27(4), 355-363. doi:10.1017/S0266467410000702",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
40A,Voigt et al.,2011,Trait A. Abundance and seed-handling behaviour of frugivores observed (seeds disp. estimate),Amblyospiza albifrons,Amblyospiza,Ploceidae,Passeriformes,Melia azedarach,Melia,Meliaceae,Sapindales,16,0.33,0,0.05280528,https://journals-scholarsportal-info.myaccess.library.utoronto.ca/pdf/02664674/v27i0004/355_ibtitmanfisa.xml,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/interactions-between-the-invasive-tree-melia-azedarach-meliaceae-and-native-frugivores-in-south-africa/B112D625CD3C45785A4CCED93F937AB7,"Voigt, F., Farwig, N., & Johnson, S. (2011). Interactions between the invasive tree Melia azedarach (Meliaceae) and native frugivores in South Africa. Journal of Tropical Ecology, 27(4), 355-363. doi:10.1017/S0266467410000702",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
40A,Voigt et al.,2011,Trait A. Abundance and seed-handling behaviour of frugivores observed (seeds disp. estimate),Epomophorus wahlbergia,Epomophorus,Pteropodidae,Chiroptera,Melia azedarach,Melia,Meliaceae,Sapindales,38,0.86,0.54,0.12541254,https://journals-scholarsportal-info.myaccess.library.utoronto.ca/pdf/02664674/v27i0004/355_ibtitmanfisa.xml,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/interactions-between-the-invasive-tree-melia-azedarach-meliaceae-and-native-frugivores-in-south-africa/B112D625CD3C45785A4CCED93F937AB7,"Voigt, F., Farwig, N., & Johnson, S. (2011). Interactions between the invasive tree Melia azedarach (Meliaceae) and native frugivores in South Africa. Journal of Tropical Ecology, 27(4), 355-363. doi:10.1017/S0266467410000702",Seed Dispersal,Seed transportation,NO,Table 1,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
41A,Brodie et al,2009,Trait A. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2003,Hylobates lar,Hylobates,Hylobatidae,Primates,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.17268,0.03064,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
41A,Brodie et al,2009,Trait A. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2003,Muntiacus muntjak,Muntiacus,Cervidae,Artiodactyla,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.41223,0.058835,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
41A,Brodie et al,2009,Trait A. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2003,Rusa unicolor,Rusa,Cervidae,Artiodactyla,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.40435,0.06485,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
41B,Brodie et al,2009,Trait B. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2004,Hylobates lar,Hylobates,Hylobatidae,Primates,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.16316,0.03064,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
41B,Brodie et al,2009,Trait B. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2004,Muntiacus muntjak,Muntiacus,Cervidae,Artiodactyla,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.44586,0.058835,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
41B,Brodie et al,2009,Trait B. Relative seed dispersal (total proportion of total fruit crop dispersed) in 2004,Rusa unicolor,Rusa,Cervidae,Artiodactyla,Choerospondias axillaris,Choerospondias,Anacardiaceae,Sapindales,670,0.39248,0.06485,0.3333333,https://esajournals-onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1890/08-0111.1?sid=vendor%3Adatabase,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-0111.1,"Brodie, J. F., Helmy, O. E., Brockelman, W. Y., & Maron, J. L. (2009). Functional differences within a guild of tropical mammalian frugivores. Ecology, 90(3), 688–698. https://doi.org/10.1890/08-0111.1",Seed Dispersal,Seed transportation,NO,Figure 1,"n, mean, SD","F-value, P-value-, and X^2",Field observational,,,,,,,
42A,Muñoz-Gallego et al,2019,Trait A. Quantitative Effectiveness: Seeds per Sample and per Distance (number of samples with seeds per transect),Capra hircus L.,Capra,Bovidae,Artiodactyla,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,17,4.25,6.803124,0.3035714,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42A,Muñoz-Gallego et al,2019,Trait A. Quantitative Effectiveness: Seeds per Sample and per Distance (number of samples with seeds per transect),Martes martes L.,Martes,Mustelidae,Carnivora,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,39,2.25,10.304247,0.6964286,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42B,Muñoz-Gallego et al,2019,Trait B. Quantitative Effectiveness: Seeds per Sample and per Distance (number of seeds per sample per transect),Capra hircus L.,Capra,Bovidae,Artiodactyla,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,17,2.2,7.42159,0.3035714,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42B,Muñoz-Gallego et al,2019,Trait B. Quantitative Effectiveness: Seeds per Sample and per Distance (number of seeds per sample per transect),Martes martes L.,Martes,Mustelidae,Carnivora,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,39,8.1,22.48199,0.6964286,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42C,Muñoz-Gallego et al,2019,Trait C. Quantitative Effectiveness: Seeds per Sample and per Distance (number of dispersed seeds per transect),Capra hircus L.,Capra,Bovidae,Artiodactyla,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,17,44.7,81.22518,0.3035714,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42C,Muñoz-Gallego et al,2019,Trait C. Quantitative Effectiveness: Seeds per Sample and per Distance (number of dispersed seeds per transect),Martes martes L.,Martes,Mustelidae,Carnivora,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,39,6,23.10649,0.6964286,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42D,Muñoz-Gallego et al,2019,Trait D. Quantitative Effectiveness: Seeds per Sample and per Distance (number of dispersed seeds per transect corrected by distance (km)),Capra hircus L.,Capra,Bovidae,Artiodactyla,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,17,166,571.05013,0.3035714,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42D,Muñoz-Gallego et al,2019,Trait D. Quantitative Effectiveness: Seeds per Sample and per Distance (number of dispersed seeds per transect corrected by distance (km)),Martes martes L.,Martes,Mustelidae,Carnivora,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,39,9.5,51.20898,0.6964286,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42E,Muñoz-Gallego et al,2019,Trait E. Qualitative Effectiveness: Seedling Emergence,Capra hircus L.,Capra,Bovidae,Artiodactyla,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,179,32.7,76.2608,0.8817734,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
42E,Muñoz-Gallego et al,2019,Trait E. Qualitative Effectiveness: Seedling Emergence,Martes martes L.,Martes,Mustelidae,Carnivora,Chamaerops humilis,Chamaerops,Arecaceae,Arecales,24,63.3,16.16663,0.1182266,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,https://www.frontiersin.org/articles/10.3389/fevo.2019.00161/full,"Muñoz-Gallego, Raquel & Fedriani, Jose & Traveset, Anna. (2019). Non-native Mammals Are the Main Seed Dispersers of the Ancient Mediterranean Palm Chamaerops humilis L. in the Balearic Islands: Rescuers of a Lost Seed Dispersal Service?. Frontiers in Ecology and Evolution. 7. 10.3389/fevo.2019.00161.",Seed Dispersal,Seed transportation,NO,Figure 4 and In-text,"n, mean, SD",X^2 and P-value,Field experimental,,,,,,,
43A,Hollens et al,2017,Trait A. Pollinator visitation rate,Rediviva nitida,Rediviva,Melittidae,Hymenoptera,Diascia cardiosepala,Diascia,Scrophulariaceae,Lamiales,22,0.214,0.4535398,0.5641026,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43A,Hollens et al,2017,Trait A. Pollinator visitation rate,Rediviva intermixta,Rediviva,Melittidae,Hymenoptera,Diascia cardiosepala,Diascia,Scrophulariaceae,Lamiales,17,1.4,0.3929114,0.4358974,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
43B,Hollens et al,2017,Trait B. Pollinator visitation rate,Rediviva longimanus,Rediviva,Melittidae,Hymenoptera,Diascia floribunda,Diascia,Scrophulariaceae,Lamiales,14,1.45,0.3618931,0.2372881,https://www.sciencedirect.com/science/article/pii/S0367253016301992,https://www.sciencedirect.com/science/article/pii/S0367253016301992,"Hollens-Kuhr, Hilke & van der Niet, Timotheus & Cozien, Ruth & Kuhlmann, Michael. (2016). A spur-ious inference: Pollination is not more specialized in long-spurred than in spurless species in Diascia-Rediviva mutualisms. Flora - Morphology, Distribution, Functional Ecology of Plants. 232. 10.1016/j.flora.2016.12.006.",Pollination,Visitation rate,NO,Figure 4,"n, mean, SD",X^2 and P-value,Field observational,,,,,,,
